GENE	ENSG
NEK4	ENSG00000114904
SLC4A3	ENSG00000114923
INO80D	ENSG00000114933
EEF1B2	ENSG00000114942
ADAM23	ENSG00000114948
DGUOK	ENSG00000114956
MOB1A	ENSG00000114978
KANSL3	ENSG00000114982
LMAN2L	ENSG00000114988
RTKN	ENSG00000114993
TTL	ENSG00000114999
IL1A	ENSG00000115008
CCL20	ENSG00000115009
PIKFYVE	ENSG00000115020
KCNIP3	ENSG00000115041
FAHD2A	ENSG00000115042
NCL	ENSG00000115053
ACTR1B	ENSG00000115073
SLC35F5	ENSG00000115084
ZAP70	ENSG00000115085
ACTR3	ENSG00000115091
STEAP3	ENSG00000115107
EPB41L5	ENSG00000115109
TFCP2L1	ENSG00000115112
SF3B6	ENSG00000115128
TP53I3	ENSG00000115129
DNAJC27	ENSG00000115137
POMC	ENSG00000115138
STAM2	ENSG00000115145
OTOF	ENSG00000115155
GPD2	ENSG00000115159
CENPA	ENSG00000115163
CYTIP	ENSG00000115165
ACVR1	ENSG00000115170
TANC1	ENSG00000115183
SLC30A3	ENSG00000115194
MPV17	ENSG00000115204
GTF3C2	ENSG00000115207
EIF2B4	ENSG00000115211
NRBP1	ENSG00000115216
ITGB6	ENSG00000115221
FNDC4	ENSG00000115226
ITGA4	ENSG00000115232
PSMD14	ENSG00000115233
SNX17	ENSG00000115234
ASB3	ENSG00000115239
PPM1G	ENSG00000115241
PDE1A	ENSG00000115252
REEP6	ENSG00000115255
PCSK4	ENSG00000115257
GCG	ENSG00000115263
APC2	ENSG00000115266
IFIH1	ENSG00000115267
RPS15	ENSG00000115268
GCA	ENSG00000115271
INO80B	ENSG00000115274
MOGS	ENSG00000115275
TTC31	ENSG00000115282
NDUFS7	ENSG00000115286
PCGF1	ENSG00000115289
GRB14	ENSG00000115290
CLIP4	ENSG00000115295
TLX2	ENSG00000115297
SPTBN1	ENSG00000115306
AUP1	ENSG00000115307
RTN4	ENSG00000115310
HTRA2	ENSG00000115317
LOXL3	ENSG00000115318
DOK1	ENSG00000115325
GALNT3	ENSG00000115339
POLE4	ENSG00000115350
TACR1	ENSG00000115353
CCDC88A	ENSG00000115355
ACADL	ENSG00000115361
EVA1A	ENSG00000115363
MRPL19	ENSG00000115364
LANCL1	ENSG00000115365
WDR75	ENSG00000115368
EFEMP1	ENSG00000115380
REG1A	ENSG00000115386
FANCL	ENSG00000115392
FN1	ENSG00000115414
STAT1	ENSG00000115415
GLS	ENSG00000115419
PAPOLG	ENSG00000115421
DNAH6	ENSG00000115423
PECR	ENSG00000115425
UNC50	ENSG00000115446
IGFBP2	ENSG00000115457
ELMOD3	ENSG00000115459
IGFBP5	ENSG00000115461
USP34	ENSG00000115464
EFHD1	ENSG00000115468
KCNJ13	ENSG00000115474
CCT4	ENSG00000115484
GGCX	ENSG00000115486
NEU2	ENSG00000115488
EHBP1	ENSG00000115504
OTX1	ENSG00000115507
TXNDC9	ENSG00000115514
COQ10B	ENSG00000115520
GNLY	ENSG00000115523
SF3B1	ENSG00000115524
ST3GAL5	ENSG00000115525
CHST10	ENSG00000115526
PDCL3	ENSG00000115539
MOB4	ENSG00000115540
HSPE1	ENSG00000115541
KDM3A	ENSG00000115548
PLCD4	ENSG00000115556
CHMP3	ENSG00000115561
ZNF142	ENSG00000115568
IL1R2	ENSG00000115590
PRKAG3	ENSG00000115592
SMYD1	ENSG00000115593
IL1R1	ENSG00000115594
WNT6	ENSG00000115596
IL1RL2	ENSG00000115598
IL1RL1	ENSG00000115602
IL18R1	ENSG00000115604
IL18RAP	ENSG00000115607
SLC9A2	ENSG00000115616
FHL2	ENSG00000115641
MLPH	ENSG00000115648
CNPPD1	ENSG00000115649
UXS1	ENSG00000115652
ABCB6	ENSG00000115657
STK16	ENSG00000115661
SLC5A7	ENSG00000115665
HDLBP	ENSG00000115677
PPP1R7	ENSG00000115685
PASK	ENSG00000115687
STK25	ENSG00000115694
TPO	ENSG00000115705
PROC	ENSG00000115718
ID2	ENSG00000115738
TAF1B	ENSG00000115750
HPCAL1	ENSG00000115756
ODC1	ENSG00000115758
BIRC6	ENSG00000115760
NOL10	ENSG00000115761
PLEKHB2	ENSG00000115762
GORASP2	ENSG00000115806
STRN	ENSG00000115808
CEBPZ	ENSG00000115816
PRKD3	ENSG00000115825
DCAF17	ENSG00000115827
QPCT	ENSG00000115828
RAB3GAP1	ENSG00000115839
SLC25A12	ENSG00000115840
RMDN2	ENSG00000115841
DLX2	ENSG00000115844
LCT	ENSG00000115850
DARS1	ENSG00000115866
SRSF7	ENSG00000115875
SDC1	ENSG00000115884
PLCL1	ENSG00000115896
SLC1A4	ENSG00000115902
SOS1	ENSG00000115904
KYNU	ENSG00000115919
AC087235.1	ENSG00000115934
WIPF1	ENSG00000115935
ORC2	ENSG00000115942
COX7A2L	ENSG00000115944
PNO1	ENSG00000115946
ORC4	ENSG00000115947
PLEK	ENSG00000115956
RND3	ENSG00000115963
ATF2	ENSG00000115966
THADA	ENSG00000115970
AAK1	ENSG00000115977
TRAK2	ENSG00000115993
C2orf42	ENSG00000115998
TIA1	ENSG00000116001
PCYOX1	ENSG00000116005
KISS1R	ENSG00000116014
EPAS1	ENSG00000116016
ARID3A	ENSG00000116017
SUMO1	ENSG00000116030
CD207	ENSG00000116031
GRIN3B	ENSG00000116032
VAX2	ENSG00000116035
ATP6V1B1	ENSG00000116039
NFE2L2	ENSG00000116044
MSH6	ENSG00000116062
PLEKHA3	ENSG00000116095
SPR	ENSG00000116096
EPHA4	ENSG00000116106
PARD3B	ENSG00000116117
FARSB	ENSG00000116120
ALMS1	ENSG00000116127
BCL9	ENSG00000116128
PRRX1	ENSG00000116132
DHCR24	ENSG00000116133
DNAJC16	ENSG00000116138
MARK1	ENSG00000116141
TNR	ENSG00000116147
MORN1	ENSG00000116151
GPX7	ENSG00000116157
CACYBP	ENSG00000116161
SCP2	ENSG00000116171
TPSG1	ENSG00000116176
PAPPA2	ENSG00000116183
RALGPS2	ENSG00000116191
ANGPTL1	ENSG00000116194
CEP104	ENSG00000116198
FAM20B	ENSG00000116199
TCEANC2	ENSG00000116205
TMEM59	ENSG00000116209
LRRC42	ENSG00000116212
WRAP73	ENSG00000116213
NPHS2	ENSG00000116218
MRPL37	ENSG00000116221
ICMT	ENSG00000116237
RPL22	ENSG00000116251
CHD5	ENSG00000116254
QSOX1	ENSG00000116260
STXBP3	ENSG00000116266
PHF13	ENSG00000116273
ERRFI1	ENSG00000116285
PARK7	ENSG00000116288
KIAA1324	ENSG00000116299
OPRD1	ENSG00000116329
AMPD2	ENSG00000116337
SRSF4	ENSG00000116350
MECR	ENSG00000116353
KCNC4	ENSG00000116396
EDEM3	ENSG00000116406
WDR77	ENSG00000116455
ATP5PB	ENSG00000116459
RAP1A	ENSG00000116473
HDAC1	ENSG00000116478
CAPZA1	ENSG00000116489
S100PBP	ENSG00000116497
RNF19B	ENSG00000116514
SCAMP3	ENSG00000116521
TRIM62	ENSG00000116525
ASH1L	ENSG00000116539
DLGAP3	ENSG00000116544
SFPQ	ENSG00000116560
RHOU	ENSG00000116574
GON4L	ENSG00000116580
ARHGEF2	ENSG00000116584
LAMTOR2	ENSG00000116586
MEF2D	ENSG00000116604
DOCK7	ENSG00000116641
SRM	ENSG00000116649
DLEU2L	ENSG00000116652
FBXO2	ENSG00000116661
FBXO6	ENSG00000116663
C1orf21	ENSG00000116667
SWT1	ENSG00000116668
MAD2L2	ENSG00000116670
DNAJC6	ENSG00000116675
LEPR	ENSG00000116678
IVNS1ABP	ENSG00000116679
KIAA2013	ENSG00000116685
MFN2	ENSG00000116688
PRG4	ENSG00000116690
MIIP	ENSG00000116691
SMG7	ENSG00000116698
NCF2	ENSG00000116701
PDC	ENSG00000116703
SLC35D1	ENSG00000116704
PLA2G4A	ENSG00000116711
GADD45A	ENSG00000116717
PRAMEF1	ENSG00000116721
PRAMEF12	ENSG00000116726
WLS	ENSG00000116729
PRDM2	ENSG00000116731
RGS2	ENSG00000116741
RPE65	ENSG00000116745
RO60	ENSG00000116747
AMPD1	ENSG00000116748
UCHL5	ENSG00000116750
BCAS2	ENSG00000116752
SRSF11	ENSG00000116754
CTH	ENSG00000116761
AGMAT	ENSG00000116771
OLFML3	ENSG00000116774
TNNI3K	ENSG00000116783
CFHR3	ENSG00000116785
PLEKHM2	ENSG00000116786
CRYZ	ENSG00000116791
PHTF1	ENSG00000116793
ZBTB17	ENSG00000116809
CD58	ENSG00000116815
TFAP2E	ENSG00000116819
CD2	ENSG00000116824
TTF2	ENSG00000116830
NR5A2	ENSG00000116833
KIF21B	ENSG00000116852
TMEM9	ENSG00000116857
ADPRHL2	ENSG00000116863
MAP7D1	ENSG00000116871
WARS2	ENSG00000116874
HAO2	ENSG00000116882
ENSG00000116883	ENSG00000116883
OSCP1	ENSG00000116885
MRPS15	ENSG00000116898
EXOC8	ENSG00000116903
GNPAT	ENSG00000116906
TSNAX	ENSG00000116918
C1orf109	ENSG00000116922
RRAGC	ENSG00000116954
ENSG00000116957	ENSG00000116957
NID1	ENSG00000116962
LGALS8	ENSG00000116977
NT5C1A	ENSG00000116981
HPCAL4	ENSG00000116983
MTR	ENSG00000116984
BMP8B	ENSG00000116985
MYCL	ENSG00000116990
SIPA1L2	ENSG00000116991
RLF	ENSG00000117000
KMO	ENSG00000117009
ZNF684	ENSG00000117010
KCNQ4	ENSG00000117013
RIMS3	ENSG00000117016
AKT3	ENSG00000117020
ETV3	ENSG00000117036
ACADM	ENSG00000117054
ST6GALNAC5	ENSG00000117069
SLAMF1	ENSG00000117090
CD48	ENSG00000117091
ADGRL2	ENSG00000117114
PADI2	ENSG00000117115
SDHB	ENSG00000117118
MFAP2	ENSG00000117122
RPF1	ENSG00000117133
KDM5B	ENSG00000117139
UAP1	ENSG00000117143
ACTL8	ENSG00000117148
CTBS	ENSG00000117151
RGS4	ENSG00000117152
KLHL12	ENSG00000117153
IGSF21	ENSG00000117154
SSX2IP	ENSG00000117155
ZNHIT6	ENSG00000117174
PLA2G2D	ENSG00000117215
RBBP5	ENSG00000117222
GBP3	ENSG00000117226
GBP1	ENSG00000117228
PINK1-AS	ENSG00000117242
KIF17	ENSG00000117245
GPR89A	ENSG00000117262
CDK18	ENSG00000117266
RAB29	ENSG00000117280
CD160	ENSG00000117281
ECE1	ENSG00000117298
HMGCL	ENSG00000117305
GALE	ENSG00000117308
ID3	ENSG00000117318
CR2	ENSG00000117322
CD46	ENSG00000117335
PRPF3	ENSG00000117360
APH1A	ENSG00000117362
P3H1	ENSG00000117385
SLC2A1	ENSG00000117394
EBNA1BP2	ENSG00000117395
CDC20	ENSG00000117399
MPL	ENSG00000117400
ARTN	ENSG00000117407
IPO13	ENSG00000117408
ATP6V0B	ENSG00000117410
B4GALT2	ENSG00000117411
ERI3	ENSG00000117419
PTCH2	ENSG00000117425
AKR1A1	ENSG00000117448
PRDX1	ENSG00000117450
PIK3R3	ENSG00000117461
TSPAN1	ENSG00000117472
BLZF1	ENSG00000117475
CCDC181	ENSG00000117477
SLC19A2	ENSG00000117479
FAAH	ENSG00000117480
NSUN4	ENSG00000117481
TMED5	ENSG00000117500
MROH9	ENSG00000117501
DR1	ENSG00000117505
FMO6P	ENSG00000117507
CNN3	ENSG00000117519
PRRC2C	ENSG00000117523
F3	ENSG00000117525
ABCD3	ENSG00000117528
VAMP4	ENSG00000117533
DPH5	ENSG00000117543
FASLG	ENSG00000117560
PTBP2	ENSG00000117569
TNFSF4	ENSG00000117586
PRDX6	ENSG00000117592
DARS2	ENSG00000117593
HSD11B1	ENSG00000117594
IRF6	ENSG00000117595
UTP25	ENSG00000117597
PLPPR5	ENSG00000117598
PLPPR4	ENSG00000117600
SERPINC1	ENSG00000117601
RCAN3	ENSG00000117602
SYF2	ENSG00000117614
RSRP1	ENSG00000117616
SLC35A3	ENSG00000117620
RCOR3	ENSG00000117625
STMN1	ENSG00000117632
MTFR1L	ENSG00000117640
MAN1C1	ENSG00000117643
NEK2	ENSG00000117650
RPS6KA1	ENSG00000117676
DHDDS	ENSG00000117682
NENF	ENSG00000117691
NSL1	ENSG00000117697
PROX1	ENSG00000117707
ARID1A	ENSG00000117713
CENPF	ENSG00000117724
RPA2	ENSG00000117748
PPP1R8	ENSG00000117751
STX12	ENSG00000117758
MARC2	ENSG00000117791
SLC5A9	ENSG00000117834
OSBPL9	ENSG00000117859
TXNDC12	ENSG00000117862
ESYT2	ENSG00000117868
CD3EAP	ENSG00000117877
MESD	ENSG00000117899
RCN2	ENSG00000117906
CHRNB4	ENSG00000117971
MUC5B	ENSG00000117983
CTSD	ENSG00000117984
COLEC11	ENSG00000118004
STAG1	ENSG00000118007
A4GNT	ENSG00000118017
STK11	ENSG00000118046
KMT2A	ENSG00000118058
TREH	ENSG00000118094
IFT46	ENSG00000118096
MMP8	ENSG00000118113
APOA1	ENSG00000118137
ZNF541	ENSG00000118156
SLC8A2	ENSG00000118160
KPTN	ENSG00000118162
RPS25	ENSG00000118181
KIF14	ENSG00000118193
TNNT2	ENSG00000118194
DDX59	ENSG00000118197
CAMSAP2	ENSG00000118200
ATF6	ENSG00000118217
CRYGD	ENSG00000118231
MREG	ENSG00000118242
TNP1	ENSG00000118245
FASTKD2	ENSG00000118246
NRP2	ENSG00000118257
CREB1	ENSG00000118260
KLF7	ENSG00000118263
TTR	ENSG00000118271
B4GALT6	ENSG00000118276
C1orf54	ENSG00000118292
CA14	ENSG00000118298
CASC1	ENSG00000118307
LRMP	ENSG00000118308
ATP10B	ENSG00000118322
SPCS2	ENSG00000118363
USP35	ENSG00000118369
ELOVL4	ENSG00000118402
FILIP1	ENSG00000118407
CASP8AP2	ENSG00000118412
HMGN3	ENSG00000118418
UBE3D	ENSG00000118420
CNR1	ENSG00000118432
SPACA1	ENSG00000118434
ANKRD13C	ENSG00000118454
SGIP1	ENSG00000118473
PHF3	ENSG00000118482
ZC2HC1B	ENSG00000118491
ADGB	ENSG00000118492
PLAGL1	ENSG00000118495
FBXO30	ENSG00000118496
TNFAIP3	ENSG00000118503
AKAP7	ENSG00000118507
RAB32	ENSG00000118508
MYB	ENSG00000118513
ALDH8A1	ENSG00000118514
SGK1	ENSG00000118515
RNF146	ENSG00000118518
ARG1	ENSG00000118520
CCN2	ENSG00000118523
TCF21	ENSG00000118526
PMFBP1	ENSG00000118557
FBXL5	ENSG00000118564
MED28	ENSG00000118579
SLC16A7	ENSG00000118596
RXYLT1	ENSG00000118600
ZNF430	ENSG00000118620
VAMP8	ENSG00000118640
DCLRE1B	ENSG00000118655
MYL12B	ENSG00000118680
FOXO3	ENSG00000118689
ARMC2	ENSG00000118690
GHRH	ENSG00000118702
RPN2	ENSG00000118705
TGIF2	ENSG00000118707
CASQ2	ENSG00000118729
OLFM3	ENSG00000118733
PKD2	ENSG00000118762
ABCG2	ENSG00000118777
SPP1	ENSG00000118785
STBD1	ENSG00000118804
CCNI	ENSG00000118816
RARRES1	ENSG00000118849
MFSD1	ENSG00000118855
RAB3GAP2	ENSG00000118873
EEF2KMT	ENSG00000118894
PPL	ENSG00000118898
UBN1	ENSG00000118900
KLF12	ENSG00000118922
UCHL3	ENSG00000118939
PCDH17	ENSG00000118946
HS1BP3	ENSG00000118960
LDAH	ENSG00000118961
WDR35	ENSG00000118965
CCND2	ENSG00000118971
FGF23	ENSG00000118972
OTUD4P1	ENSG00000118976
ELL2	ENSG00000118985
GLRXP3	ENSG00000118990
DNAH7	ENSG00000118997
CYP20A1	ENSG00000119004
NDUFB3	ENSG00000119013
GTF3C3	ENSG00000119041
SATB2	ENSG00000119042
UBE2B	ENSG00000119048
TRPM6	ENSG00000119121
GDA	ENSG00000119125
KLF9	ENSG00000119138
TJP2	ENSG00000119139
ECRG4	ENSG00000119147
ITGB1BP1	ENSG00000119185
CPSF3	ENSG00000119203
PIGZ	ENSG00000119227
SENP5	ENSG00000119231
CCDC92	ENSG00000119242
C1orf198	ENSG00000119280
TRIM67	ENSG00000119283
HEATR1	ENSG00000119285
PTBP3	ENSG00000119314
RAD23B	ENSG00000119318
FKBP15	ENSG00000119321
CTNNAL1	ENSG00000119326
ABITRAM	ENSG00000119328
WDR34	ENSG00000119333
SET	ENSG00000119335
PTPA	ENSG00000119383
GLE1	ENSG00000119392
RAB14	ENSG00000119396
CNTRL	ENSG00000119397
TRIM32	ENSG00000119401
FBXW2	ENSG00000119402
PHF19	ENSG00000119403
NEK6	ENSG00000119408
BSPRY	ENSG00000119411
PPP6C	ENSG00000119414
NDUFA8	ENSG00000119421
HDHD3	ENSG00000119431
LCN1P1	ENSG00000119440
RBM18	ENSG00000119446
SLC46A2	ENSG00000119457
HSDL2	ENSG00000119471
MAPKAP1	ENSG00000119487
NR4A3	ENSG00000119508
INVS	ENSG00000119509
GALNT12	ENSG00000119514
DENND1A	ENSG00000119522
ALG2	ENSG00000119523
CSF3R	ENSG00000119535
KDSR	ENSG00000119537
VPS4B	ENSG00000119541
ONECUT2	ENSG00000119547
C19orf25	ENSG00000119559
ZBTB45	ENSG00000119574
YLPM1	ENSG00000119596
DCAF4	ENSG00000119599
PROX2	ENSG00000119608
VSX2	ENSG00000119614
FCF1	ENSG00000119616
PGF	ENSG00000119630
IFI27L2	ENSG00000119632
BBOF1	ENSG00000119636
NEK9	ENSG00000119638
ACYP1	ENSG00000119640
IFT43	ENSG00000119650
NPC2	ENSG00000119655
DPPA5P4	ENSG00000119660
DNAL1	ENSG00000119661
IRF2BPL	ENSG00000119669
ACOT2	ENSG00000119673
LTBP2	ENSG00000119681
AREL1	ENSG00000119682
MLH3	ENSG00000119684
TTLL5	ENSG00000119685
FLVCR2	ENSG00000119686
ABCD4	ENSG00000119688
DLST	ENSG00000119689
PPP4R4	ENSG00000119698
TGFB3	ENSG00000119699
ZC2HC1C	ENSG00000119703
SLIRP	ENSG00000119705
RBM25	ENSG00000119707
ALDH6A1	ENSG00000119711
GPR68	ENSG00000119714
ESRRB	ENSG00000119715
EIF2B2	ENSG00000119718
NRDE2	ENSG00000119720
COQ6	ENSG00000119723
ZNF410	ENSG00000119725
RHOQ	ENSG00000119729
GPR75	ENSG00000119737
SUPT7L	ENSG00000119760
KLHL29	ENSG00000119771
DNMT3A	ENSG00000119772
TMEM214	ENSG00000119777
ATAD2B	ENSG00000119778
FKBP1B	ENSG00000119782
ATL2	ENSG00000119787
YPEL5	ENSG00000119801
FAM98A	ENSG00000119812
YIPF4	ENSG00000119820
AFTPH	ENSG00000119844
LGALSL	ENSG00000119862
CNRIP1	ENSG00000119865
BCL11A	ENSG00000119866
CRIPT	ENSG00000119878
EPCAM	ENSG00000119888
SLC17A5	ENSG00000119899
OGFRL1	ENSG00000119900
SLF2	ENSG00000119906
IDE	ENSG00000119912
TECTB	ENSG00000119913
ELOVL3	ENSG00000119915
IFIT3	ENSG00000119917
NKX2-3	ENSG00000119919
IFIT2	ENSG00000119922
GPAM	ENSG00000119927
CUTC	ENSG00000119929
PPP1R3C	ENSG00000119938
PYROXD2	ENSG00000119943
CNNM1	ENSG00000119946
MXI1	ENSG00000119950
SMNDC1	ENSG00000119953
C10orf88	ENSG00000119965
HELLS	ENSG00000119969
PRLHR	ENSG00000119973
TCTN3	ENSG00000119977
DENND10	ENSG00000119979
AVPI1	ENSG00000119986
WDR11	ENSG00000120008
ARMH3	ENSG00000120029
KCNIP2	ENSG00000120049
CFAP58	ENSG00000120051
GOT1	ENSG00000120053
CPN1	ENSG00000120054
C10orf95	ENSG00000120055
SFRP5	ENSG00000120057
GNA13	ENSG00000120063
HOXB8	ENSG00000120068
KANSL1	ENSG00000120071
HOXB5	ENSG00000120075
CRHR1	ENSG00000120088
HOXB3	ENSG00000120093
HOXB1	ENSG00000120094
DUSP1	ENSG00000120129
PANK3	ENSG00000120137
MSX2	ENSG00000120149
TEK	ENSG00000120156
RCL1	ENSG00000120158
CAAP1	ENSG00000120159
EQTN	ENSG00000120160
MOB3B	ENSG00000120162
INSL6	ENSG00000120210
MLANA	ENSG00000120215
CD274	ENSG00000120217
IFNA6	ENSG00000120235
IFNA8	ENSG00000120242
GRIA2	ENSG00000120251
NUP43	ENSG00000120253
MTHFD1L	ENSG00000120254
LRP11	ENSG00000120256
CCDC170	ENSG00000120262
PCMT1	ENSG00000120265
PLEKHG1	ENSG00000120278
MYCT1	ENSG00000120279
CXorf21	ENSG00000120280
MAGEB4	ENSG00000120289
CYSTM1	ENSG00000120306
WDR55	ENSG00000120314
ARAP3	ENSG00000120318
PCDHB8	ENSG00000120322
PCDHB10	ENSG00000120324
PCDHB14	ENSG00000120327
PCDHB12	ENSG00000120328
SLC25A2	ENSG00000120329
TNN	ENSG00000120332
MRPS14	ENSG00000120333
CENPL	ENSG00000120334
TNFSF18	ENSG00000120337
SEC16B	ENSG00000120341
GORAB	ENSG00000120370
GPR31	ENSG00000120436
ACAT2	ENSG00000120437
TCP1	ENSG00000120438
TTLL2	ENSG00000120440
SNX19	ENSG00000120451
KCNJ5	ENSG00000120457
MSANTD2	ENSG00000120458
TP53AIP1	ENSG00000120471
TEX11	ENSG00000120498
ARR3	ENSG00000120500
PDZD11	ENSG00000120509
SLC10A7	ENSG00000120519
NUDCD1	ENSG00000120526
ENY2	ENSG00000120533
MASTL	ENSG00000120539
KIAA1217	ENSG00000120549
SEPTIN7P9	ENSG00000120555
LYZL1	ENSG00000120563
PLXDC2	ENSG00000120594
EPC1	ENSG00000120616
IQSEC3	ENSG00000120645
CCDC77	ENSG00000120647
TAF12	ENSG00000120656
ENOX1	ENSG00000120658
TNFSF11	ENSG00000120659
MTRF1	ENSG00000120662
SPART-AS1	ENSG00000120664
SOHLH2	ENSG00000120669
DNAJC15	ENSG00000120675
PROSER1	ENSG00000120685
UFM1	ENSG00000120686
WBP4	ENSG00000120688
ELF1	ENSG00000120690
SMAD9	ENSG00000120693
HSPH1	ENSG00000120694
KBTBD7	ENSG00000120696
ALG5	ENSG00000120697
EXOSC8	ENSG00000120699
ETF1	ENSG00000120705
TGFBI	ENSG00000120708
FAM53C	ENSG00000120709
SIL1	ENSG00000120725
PAIP2	ENSG00000120727
MYOT	ENSG00000120729
KDM3B	ENSG00000120733
EGR1	ENSG00000120738
SERP1	ENSG00000120742
PLS1	ENSG00000120756
ZFP30	ENSG00000120784
NR2C1	ENSG00000120798
UTP20	ENSG00000120800
TMPO	ENSG00000120802
ARL1	ENSG00000120805
GLT8D2	ENSG00000120820
MTERF2	ENSG00000120832
SOCS2	ENSG00000120833
NFYB	ENSG00000120837
WASHC3	ENSG00000120860
APAF1	ENSG00000120868
DUSP4	ENSG00000120875
CLU	ENSG00000120885
TNFRSF10B	ENSG00000120889
SORBS3	ENSG00000120896
PTK2B	ENSG00000120899
CHRNA2	ENSG00000120903
ADRA1A	ENSG00000120907
PPP3CC	ENSG00000120910
PDLIM2	ENSG00000120913
EPHX2	ENSG00000120915
RNF170	ENSG00000120925
NPPB	ENSG00000120937
UBIAD1	ENSG00000120942
TARDBP	ENSG00000120948
TNFRSF8	ENSG00000120949
PRAMEF2	ENSG00000120952
ZNF706	ENSG00000120963
LYPLA1	ENSG00000120992
CRISPLD1	ENSG00000121005
COPS5	ENSG00000121022
RDH10	ENSG00000121039
EPX	ENSG00000121053
AKAP1	ENSG00000121057
COIL	ENSG00000121058
TRIM25	ENSG00000121060
SCPEP1	ENSG00000121064
SPOP	ENSG00000121067
TBX2	ENSG00000121068
SLC35B1	ENSG00000121073
TBX4	ENSG00000121075
NACA3P	ENSG00000121089
TEX14	ENSG00000121101
FAM117A	ENSG00000121104
NCAPH	ENSG00000121152
LRAT	ENSG00000121207
TMEM131L	ENSG00000121210
MND1	ENSG00000121211
TRIM6	ENSG00000121236
ABCC11	ENSG00000121270
TENT4B	ENSG00000121274
ADCY7	ENSG00000121281
CEP89	ENSG00000121289
TSHZ3	ENSG00000121297
ECHDC2	ENSG00000121310
TAS2R8	ENSG00000121314
PLBD1	ENSG00000121316
TAS2R10	ENSG00000121318
PRB2	ENSG00000121335
PYROXD1	ENSG00000121350
IAPP	ENSG00000121351
KCNJ8	ENSG00000121361
BCL2L14	ENSG00000121380
TAS2R9	ENSG00000121381
AL139327.1	ENSG00000121388
PSPC1	ENSG00000121390
ZNF549	ENSG00000121406
A1BG	ENSG00000121410
ZSCAN18	ENSG00000121413
ZNF211	ENSG00000121417
PDZRN3	ENSG00000121440
RGSL1	ENSG00000121446
LHX4	ENSG00000121454
RNF2	ENSG00000121481
TRMT1L	ENSG00000121486
SEC22A	ENSG00000121542
CSTA	ENSG00000121552
DPPA4	ENSG00000121570
POPDC2	ENSG00000121577
B4GALT4	ENSG00000121578
NAA50	ENSG00000121579
CD80	ENSG00000121594
KIF18A	ENSG00000121621
GJA8	ENSG00000121634
DESI2	ENSG00000121644
MAPK8IP1	ENSG00000121653
CRY2	ENSG00000121671
PEX16	ENSG00000121680
DEPDC7	ENSG00000121690
CAT	ENSG00000121691
PILRB	ENSG00000121716
ZMYM2	ENSG00000121741
GJB6	ENSG00000121742
GJA3	ENSG00000121743
TBC1D15	ENSG00000121749
ADGRB2	ENSG00000121753
HCRTR1	ENSG00000121764
ZCCHC17	ENSG00000121766
FABP3	ENSG00000121769
KHDRBS1	ENSG00000121774
TMEM39B	ENSG00000121775
CCRL2	ENSG00000121797
CCR2	ENSG00000121807
POLR3GL	ENSG00000121851
GHSR	ENSG00000121853
TNFSF10	ENSG00000121858
ZNF639	ENSG00000121864
SLITRK3	ENSG00000121871
PIK3CA	ENSG00000121879
PDS5A	ENSG00000121892
TMEM156	ENSG00000121895
LIAS	ENSG00000121897
CPXM2	ENSG00000121898
TMEM54	ENSG00000121900
ZSCAN20	ENSG00000121903
CSMD2	ENSG00000121904
HPCA	ENSG00000121905
LRIF1	ENSG00000121931
TMIGD3	ENSG00000121933
CLCC1	ENSG00000121940
GPSM2	ENSG00000121957
GTDC1	ENSG00000121964
CXCR4	ENSG00000121966
ZRANB3	ENSG00000121988
ACVR2A	ENSG00000121989
POLK	ENSG00000122008
SV2C	ENSG00000122012
FLT3	ENSG00000122025
RPL21	ENSG00000122026
MTIF3	ENSG00000122033
GTF3A	ENSG00000122034
RASL11A	ENSG00000122035
UBL3	ENSG00000122042
LINC00544	ENSG00000122043
FYTTD1	ENSG00000122068
MTERF4	ENSG00000122085
XPNPEP2	ENSG00000122121
SASH3	ENSG00000122122
OCRL	ENSG00000122126
PAEP	ENSG00000122133
OBP2A	ENSG00000122136
MRPS2	ENSG00000122140
TBX22	ENSG00000122145
FMOD	ENSG00000122176
MYOG	ENSG00000122180
LAX1	ENSG00000122188
PLG	ENSG00000122194
KIAA1191	ENSG00000122203
COPA	ENSG00000122218
CD244	ENSG00000122223
LY9	ENSG00000122224
HS3ST2	ENSG00000122254
RBBP6	ENSG00000122257
ZC3H7A	ENSG00000122299
PRM2	ENSG00000122304
SERAC1	ENSG00000122335
ANXA11	ENSG00000122359
LDB3	ENSG00000122367
OPN4	ENSG00000122375
SHLD2	ENSG00000122376
PRXL2A	ENSG00000122378
ZNF205	ENSG00000122386
NAA60	ENSG00000122390
RPL5	ENSG00000122406
ODF2L	ENSG00000122417
PTGFR	ENSG00000122420
SPATA1	ENSG00000122432
TRMT13	ENSG00000122435
LRRC39	ENSG00000122477
RWDD3	ENSG00000122481
ZNF644	ENSG00000122482
CCDC18	ENSG00000122483
RPAP2	ENSG00000122484
SLC66A2	ENSG00000122490
BBS9	ENSG00000122507
PMS2	ENSG00000122512
ZMIZ2	ENSG00000122515
OCM	ENSG00000122543
SEPTIN7	ENSG00000122545
EEPD1	ENSG00000122547
KIAA0087	ENSG00000122548
KLHL7	ENSG00000122550
HERPUD2	ENSG00000122557
CBX3	ENSG00000122565
HNRNPA2B1	ENSG00000122566
WIPF3	ENSG00000122574
NXPH1	ENSG00000122584
